id, name, wikiloc, mendikat, altitude, active
10308,Iturrunburu,http://www.wikiloc.com/wikiloc/find.do?q=iturrunburu,/com/mount/1268,1312,1
10281,Eurlatz,http://www.wikiloc.com/wikiloc/find.do?q=eurlatz,/com/mount/1269,1288,1
10239,Zikilamendi,http://www.wikiloc.com/wikiloc/find.do?q=zikilamendi,/com/mount/1272,1092,1
10314,Dos Hermanas,http://www.wikiloc.com/wikiloc/find.do?q=dos+hermanas,/com/mount/1274,865,1
10248,Aizkibel,http://www.wikiloc.com/wikiloc/find.do?q=aizkibel,/com/mount/1275,1016,1
10225,Arriolatz,http://www.wikiloc.com/wikiloc/find.do?q=arriolatz,/com/mount/1277,1176,1
10273,Uarrain,http://www.wikiloc.com/wikiloc/find.do?q=uarrain,/com/mount/1279,1221,1
10349,Kortabakoitz,http://www.wikiloc.com/wikiloc/find.do?q=kortabakoitz,/com/mount/12791,582,1
10367,Narbaiza,http://www.wikiloc.com/wikiloc/find.do?q=narbaiza,/com/mount/12795,911,1
9197,Ilarratza (San Kristobal),http://www.wikiloc.com/wikiloc/find.do?q=ilarratza+(san+kristobal),/com/mount/128,1142,1
10282,Algorta,http://www.wikiloc.com/wikiloc/find.do?q=algorta,/com/mount/1280,1224,1
10049,Ttutturregi,http://www.wikiloc.com/wikiloc/find.do?q=ttutturregi,/com/mount/1282,1290,1
10244,Mendiaundi,http://www.wikiloc.com/wikiloc/find.do?q=mendiaundi,/com/mount/1284,1307,1
10414,"Planilla, Alto de la","http://www.wikiloc.com/wikiloc/find.do?q=planilla,+alto+de+la",/com/mount/12844,967,1
10229,Kurutzeaga,http://www.wikiloc.com/wikiloc/find.do?q=kurutzeaga,/com/mount/1285,1308,1
10402,Azkenatz,http://www.wikiloc.com/wikiloc/find.do?q=azkenatz,/com/mount/1288,1171,1
10280,Gartzaga,http://www.wikiloc.com/wikiloc/find.do?q=gartzaga,/com/mount/1289,1291,1
10309,Okolin,http://www.wikiloc.com/wikiloc/find.do?q=okolin,/com/mount/1290,1355,1
10124,Mendiaundi,http://www.wikiloc.com/wikiloc/find.do?q=mendiaundi,/com/mount/1294,1213,1
10305,Astobizkar,http://www.wikiloc.com/wikiloc/find.do?q=astobizkar,/com/mount/1295,1499,1
10260,Zoiolagana,http://www.wikiloc.com/wikiloc/find.do?q=zoiolagana,/com/mount/1296,1147,1
10294,Musaio,http://www.wikiloc.com/wikiloc/find.do?q=musaio,/com/mount/1299,821,1
9162,San Kristobal,http://www.wikiloc.com/wikiloc/find.do?q=san+kristobal,/com/mount/130,1057,1
10304,Mendieder,http://www.wikiloc.com/wikiloc/find.do?q=mendieder,/com/mount/1301,1071,1
10526,Arainburu,http://www.wikiloc.com/wikiloc/find.do?q=arainburu,/com/mount/1304,1054,1
10357,Atzurdi Punta,http://www.wikiloc.com/wikiloc/find.do?q=atzurdi+punta,/com/mount/1305,1004,1
9189,San Cristóbal,http://www.wikiloc.com/wikiloc/find.do?q=san+cristobal,/com/mount/131,885,1
10303,Lertza,http://www.wikiloc.com/wikiloc/find.do?q=lertza,/com/mount/1314,1003,1
10415,Otedegi,http://www.wikiloc.com/wikiloc/find.do?q=otedegi,/com/mount/1315,986,1
10422,Eragorri,http://www.wikiloc.com/wikiloc/find.do?q=eragorri,/com/mount/1316,1010,1
10296,Garmendia,http://www.wikiloc.com/wikiloc/find.do?q=garmendia,/com/mount/1317,1059,1
9155,San Formerio,http://www.wikiloc.com/wikiloc/find.do?q=san+formerio,/com/mount/132,752,1
10057,Montejulio,http://www.wikiloc.com/wikiloc/find.do?q=montejulio,/com/mount/1321,1002,1
10369,Bizkaia,http://www.wikiloc.com/wikiloc/find.do?q=bizkaia,/com/mount/1322,762,1
10245,Malkaitz,http://www.wikiloc.com/wikiloc/find.do?q=malkaitz,/com/mount/1323,772,1
10272,San Adrian,http://www.wikiloc.com/wikiloc/find.do?q=san+adrian,/com/mount/1326,1114,1
10358,Betarteko Haitzak,http://www.wikiloc.com/wikiloc/find.do?q=betarteko+haitzak,/com/mount/1327,823,1
